tile_h,tile_v,area,perimeter
"264","5247",980100,3960
"264","5280",980100,3960
"264","5313",980100,3960
"264","5346",980100,3960
"264","5379",980100,3960
"264","5412",980100,3960
"264","5445",980100,3960
"264","5478",980100,3960
"264","5511",980100,3960
"264","5544",980100,3960
"264","5577",980100,3960
"264","5610",980100,3960
"264","5643",980100,3960
"264","5676",980100,3960
"264","5709",980100,3960
"264","5742",980100,3960
"264","7590",980100,3960
"297","4686",980100,3960
"297","4719",980100,3960
"297","4752",980100,3960
"297","4785",980100,3960
"297","4818",980100,3960
"297","4851",980100,3960
"297","4884",980100,3960
"297","4917",980100,3960
"297","4950",980100,3960
"297","4983",980100,3960
"297","5016",980100,3960
"297","5049",980100,3960
"297","5082",980100,3960
"297","5115",980100,3960
"297","5148",980100,3960
"297","5181",980100,3960
"297","5214",980100,3960
"297","5247",980100,3960
"297","5280",980100,3960
"297","5313",980100,3960
"297","5346",980100,3960
"297","5379",980100,3960
"297","5412",980100,3960
"297","5445",980100,3960
"297","5478",980100,3960
"297","5511",980100,3960
"297","5544",980100,3960
"297","5577",980100,3960
"297","5610",980100,3960
"297","5643",980100,3960
"297","5676",980100,3960
"297","5709",980100,3960
"297","5742",980100,3960
"297","7557",980100,3960
"297","7590",980100,3960
"297","7623",980100,3960
"297","8646",980100,3960
"297","8679",980100,3960
"330","4620",980100,3960
"330","4653",980100,3960
"330","4686",980100,3960
"330","4719",980100,3960
"330","4752",980100,3960
"330","4785",980100,3960
"330","4818",980100,3960
"330","4851",980100,3960
"330","4884",980100,3960
"330","4917",980100,3960
"330","4950",980100,3960
"330","4983",980100,3960
"330","5016",980100,3960
"330","5049",980100,3960
"330","5082",980100,3960
"330","5115",980100,3960
"330","5148",980100,3960
"330","5181",980100,3960
"330","5214",980100,3960
"330","5247",980100,3960
"330","5280",980100,3960
"330","5313",980100,3960
"330","5346",980100,3960
"330","5379",980100,3960
"330","5412",980100,3960
"330","5445",980100,3960
"330","5478",980100,3960
"330","5511",980100,3960
"330","5544",980100,3960
"330","5577",980100,3960
"330","5610",980100,3960
"330","5643",980100,3960
"330","5676",980100,3960
"330","5709",980100,3960
"330","5742",980100,3960
"330","5775",980100,3960
"330","7491",980100,3960
"330","7524",980100,3960
"330","7557",980100,3960
"330","7590",980100,3960
"330","7623",980100,3960
"330","7656",980100,3960
"330","7689",980100,3960
"330","8547",980100,3960
"330","8580",980100,3960
"330","8613",980100,3960
"330","8646",980100,3960
"330","8679",980100,3960
"330","8712",980100,3960
"363","4554",980100,3960
"363","4587",980100,3960
"363","4620",980100,3960
"363","4653",980100,3960
"363","4686",980100,3960
"363","4719",980100,3960
"363","4752",980100,3960
"363","4785",980100,3960
"363","4818",980100,3960
"363","4851",980100,3960
"363","4884",980100,3960
"363","4917",980100,3960
"363","4950",980100,3960
"363","4983",980100,3960
"363","5016",980100,3960
"363","5049",980100,3960
"363","5082",980100,3960
"363","5115",980100,3960
"363","5148",980100,3960
"363","5181",980100,3960
"363","5214",980100,3960
"363","5247",980100,3960
"363","5280",980100,3960
"363","5313",980100,3960
"363","5346",980100,3960
"363","5379",980100,3960
"363","5412",980100,3960
"363","5445",980100,3960
"363","5478",980100,3960
"363","5511",980100,3960
"363","5544",980100,3960
"363","5577",980100,3960
"363","5610",980100,3960
"363","5643",980100,3960
"363","5676",980100,3960
"363","5709",980100,3960
"363","5742",980100,3960
"363","5775",980100,3960
"363","5808",980100,3960
"363","6732",980100,3960
"363","6765",980100,3960
"363","6798",980100,3960
"363","6831",980100,3960
"363","6864",980100,3960
"363","6897",980100,3960
"363","6930",980100,3960
"363","6963",980100,3960
"363","6996",980100,3960
"363","7029",980100,3960
"363","7062",980100,3960
"363","7095",980100,3960
"363","7128",980100,3960
"363","7161",980100,3960
"363","7194",980100,3960
"363","7458",980100,3960
"363","7491",980100,3960
"363","7524",980100,3960
"363","7557",980100,3960
"363","7590",980100,3960
"363","7623",980100,3960
"363","7656",980100,3960
"363","7689",980100,3960
"363","7722",980100,3960
"363","8415",980100,3960
"363","8448",980100,3960
"363","8481",980100,3960
"363","8514",980100,3960
"363","8547",980100,3960
"363","8580",980100,3960
"363","8613",980100,3960
"363","8646",980100,3960
"363","8679",980100,3960
"363","8712",980100,3960
"363","8745",980100,3960
"396","4521",980100,3960
"396","4554",980100,3960
"396","4587",980100,3960
"396","4620",980100,3960
"396","4653",980100,3960
"396","4686",980100,3960
"396","4719",980100,3960
"396","4752",980100,3960
"396","4785",980100,3960
"396","4818",980100,3960
"396","4851",980100,3960
"396","4884",980100,3960
"396","4917",980100,3960
"396","4950",980100,3960
"396","4983",980100,3960
"396","5016",980100,3960
"396","5049",980100,3960
"396","5082",980100,3960
"396","5115",980100,3960
"396","5148",980100,3960
"396","5181",980100,3960
"396","5214",980100,3960
"396","5247",980100,3960
"396","5280",980100,3960
"396","5313",980100,3960
"396","5346",980100,3960
"396","5379",980100,3960
"396","5412",980100,3960
"396","5445",980100,3960
"396","5478",980100,3960
"396","5511",980100,3960
"396","5544",980100,3960
"396","5577",980100,3960
"396","5610",980100,3960
"396","5643",980100,3960
"396","5676",980100,3960
"396","5709",980100,3960
"396","5742",980100,3960
"396","5775",980100,3960
"396","5808",980100,3960
"396","5841",980100,3960
"396","5874",980100,3960
"396","6699",980100,3960
"396","6732",980100,3960
"396","6765",980100,3960
"396","6798",980100,3960
"396","6831",980100,3960
"396","6864",980100,3960
"396","6897",980100,3960
"396","6930",980100,3960
"396","6963",980100,3960
"396","6996",980100,3960
"396","7029",980100,3960
"396","7062",980100,3960
"396","7095",980100,3960
"396","7128",980100,3960
"396","7161",980100,3960
"396","7194",980100,3960
"396","7227",980100,3960
"396","7260",980100,3960
"396","7293",980100,3960
"396","7326",980100,3960
"396","7425",980100,3960
"396","7458",980100,3960
"396","7491",980100,3960
"396","7524",980100,3960
"396","7557",980100,3960
"396","7590",980100,3960
"396","7623",980100,3960
"396","7656",980100,3960
"396","7689",980100,3960
"396","7722",980100,3960
"396","7755",980100,3960
"396","7788",980100,3960
"396","7821",980100,3960
"396","7854",980100,3960
"396","7887",980100,3960
"396","7920",980100,3960
"396","8184",980100,3960
"396","8217",980100,3960
"396","8250",980100,3960
"396","8283",980100,3960
"396","8316",980100,3960
"396","8349",980100,3960
"396","8382",980100,3960
"396","8415",980100,3960
"396","8448",980100,3960
"396","8481",980100,3960
"396","8514",980100,3960
"396","8547",980100,3960
"396","8580",980100,3960
"396","8613",980100,3960
"396","8646",980100,3960
"396","8679",980100,3960
"396","8712",980100,3960
"396","8745",980100,3960
"396","8778",980100,3960
"429","4488",980100,3960
"429","4521",980100,3960
"429","4554",980100,3960
"429","4587",980100,3960
"429","4620",980100,3960
"429","4653",980100,3960
"429","4686",980100,3960
"429","4719",980100,3960
"429","4752",980100,3960
"429","4785",980100,3960
"429","4818",980100,3960
"429","4851",980100,3960
"429","4884",980100,3960
"429","4917",980100,3960
"429","4950",980100,3960
"429","4983",980100,3960
"429","5016",980100,3960
"429","5049",980100,3960
"429","5082",980100,3960
"429","5115",980100,3960
"429","5148",980100,3960
"429","5181",980100,3960
"429","5214",980100,3960
"429","5247",980100,3960
"429","5280",980100,3960
"429","5313",980100,3960
"429","5346",980100,3960
"429","5379",980100,3960
"429","5412",980100,3960
"429","5445",980100,3960
"429","5478",980100,3960
"429","5511",980100,3960
"429","5544",980100,3960
"429","5577",980100,3960
"429","5610",980100,3960
"429","5643",980100,3960
"429","5676",980100,3960
"429","5709",980100,3960
"429","5742",980100,3960
"429","5775",980100,3960
"429","5808",980100,3960
"429","5841",980100,3960
"429","5874",980100,3960
"429","5907",980100,3960
"429","5940",980100,3960
"429","6666",980100,3960
"429","6699",980100,3960
"429","6732",980100,3960
"429","6765",980100,3960
"429","6798",980100,3960
"429","6831",980100,3960
"429","6864",980100,3960
"429","6897",980100,3960
"429","6930",980100,3960
"429","6963",980100,3960
"429","6996",980100,3960
"429","7029",980100,3960
"429","7062",980100,3960
"429","7095",980100,3960
"429","7128",980100,3960
"429","7161",980100,3960
"429","7194",980100,3960
"429","7227",980100,3960
"429","7260",980100,3960
"429","7293",980100,3960
"429","7326",980100,3960
"429","7359",980100,3960
"429","7392",980100,3960
"429","7425",980100,3960
"429","7458",980100,3960
"429","7491",980100,3960
"429","7524",980100,3960
"429","7557",980100,3960
"429","7590",980100,3960
"429","7623",980100,3960
"429","7656",980100,3960
"429","7689",980100,3960
"429","7722",980100,3960
"429","7755",980100,3960
"429","7788",980100,3960
"429","7821",980100,3960
"429","7854",980100,3960
"429","7887",980100,3960
"429","7920",980100,3960
"429","7953",980100,3960
"429","7986",980100,3960
"429","8019",980100,3960
"429","8052",980100,3960
"429","8085",980100,3960
"429","8118",980100,3960
"429","8151",980100,3960
"429","8184",980100,3960
"429","8217",980100,3960
"429","8250",980100,3960
"429","8283",980100,3960
"429","8316",980100,3960
"429","8349",980100,3960
"429","8382",980100,3960
"429","8415",980100,3960
"429","8448",980100,3960
"429","8481",980100,3960
"429","8514",980100,3960
"429","8547",980100,3960
"429","8580",980100,3960
"429","8613",980100,3960
"429","8646",980100,3960
"429","8679",980100,3960
"429","8712",980100,3960
"429","8745",980100,3960
"429","8778",980100,3960
"429","8811",980100,3960
"462","4455",980100,3960
"462","4488",980100,3960
"462","4521",980100,3960
"462","4554",980100,3960
"462","4587",980100,3960
"462","4620",980100,3960
"462","4653",980100,3960
"462","4686",980100,3960
"462","4719",980100,3960
"462","4752",980100,3960
"462","4785",980100,3960
"462","4818",980100,3960
"462","4851",980100,3960
"462","4884",980100,3960
"462","4917",980100,3960
"462","4950",980100,3960
"462","4983",980100,3960
"462","5016",980100,3960
"462","5049",980100,3960
"462","5082",980100,3960
"462","5115",980100,3960
"462","5148",980100,3960
"462","5181",980100,3960
"462","5214",980100,3960
"462","5247",980100,3960
"462","5280",980100,3960
"462","5313",980100,3960
"462","5346",980100,3960
"462","5379",980100,3960
"462","5412",980100,3960
"462","5445",980100,3960
"462","5478",980100,3960
"462","5511",980100,3960
"462","5544",980100,3960
"462","5577",980100,3960
"462","5610",980100,3960
"462","5643",980100,3960
"462","5676",980100,3960
"462","5709",980100,3960
"462","5742",980100,3960
"462","5775",980100,3960
"462","5808",980100,3960
"462","5841",980100,3960
"462","5874",980100,3960
"462","5907",980100,3960
"462","5940",980100,3960
"462","5973",980100,3960
"462","6600",980100,3960
"462","6633",980100,3960
"462","6666",980100,3960
"462","6699",980100,3960
"462","6732",980100,3960
"462","6765",980100,3960
"462","6798",980100,3960
"462","6831",980100,3960
"462","6864",980100,3960
"462","6897",980100,3960
"462","6930",980100,3960
"462","6963",980100,3960
"462","6996",980100,3960
"462","7029",980100,3960
"462","7062",980100,3960
"462","7095",980100,3960
"462","7128",980100,3960
"462","7161",980100,3960
"462","7194",980100,3960
"462","7227",980100,3960
"462","7260",980100,3960
"462","7293",980100,3960
"462","7326",980100,3960
"462","7359",980100,3960
"462","7392",980100,3960
"462","7425",980100,3960
"462","7458",980100,3960
"462","7491",980100,3960
"462","7524",980100,3960
"462","7557",980100,3960
"462","7590",980100,3960
"462","7623",980100,3960
"462","7656",980100,3960
"462","7689",980100,3960
"462","7722",980100,3960
"462","7755",980100,3960
"462","7788",980100,3960
"462","7821",980100,3960
"462","7854",980100,3960
"462","7887",980100,3960
"462","7920",980100,3960
"462","7953",980100,3960
"462","7986",980100,3960
"462","8019",980100,3960
"462","8052",980100,3960
"462","8085",980100,3960
"462","8118",980100,3960
"462","8151",980100,3960
"462","8184",980100,3960
"462","8217",980100,3960
"462","8250",980100,3960
"462","8283",980100,3960
"462","8316",980100,3960
"462","8349",980100,3960
"462","8382",980100,3960
"462","8415",980100,3960
"462","8448",980100,3960
"462","8481",980100,3960
"462","8514",980100,3960
"462","8547",980100,3960
"462","8580",980100,3960
"462","8613",980100,3960
"462","8646",980100,3960
"462","8679",980100,3960
"462","8712",980100,3960
"462","8745",980100,3960
"462","8778",980100,3960
"462","8811",980100,3960
"462","8844",980100,3960
"495","4422",980100,3960
"495","4455",980100,3960
"495","4488",980100,3960
"495","4521",980100,3960
"495","4554",980100,3960
"495","4587",980100,3960
"495","4620",980100,3960
"495","4653",980100,3960
"495","4686",980100,3960
"495","4719",980100,3960
"495","4752",980100,3960
"495","4785",980100,3960
"495","4818",980100,3960
"495","4851",980100,3960
"495","4884",980100,3960
"495","4917",980100,3960
"495","4950",980100,3960
"495","4983",980100,3960
"495","5016",980100,3960
"495","5049",980100,3960
"495","5082",980100,3960
"495","5115",980100,3960
"495","5148",980100,3960
"495","5181",980100,3960
"495","5214",980100,3960
"495","5247",980100,3960
"495","5280",980100,3960
"495","5313",980100,3960
"495","5346",980100,3960
"495","5379",980100,3960
"495","5412",980100,3960
"495","5445",980100,3960
"495","5478",980100,3960
"495","5511",980100,3960
"495","5544",980100,3960
"495","5577",980100,3960
"495","5610",980100,3960
"495","5643",980100,3960
"495","5676",980100,3960
"495","5709",980100,3960
"495","5742",980100,3960
"495","5775",980100,3960
"495","5808",980100,3960
"495","5841",980100,3960
"495","5874",980100,3960
"495","5907",980100,3960
"495","5940",980100,3960
"495","5973",980100,3960
"495","6006",980100,3960
"495","6039",980100,3960
"495","6567",980100,3960
"495","6600",980100,3960
"495","6633",980100,3960
"495","6666",980100,3960
"495","6699",980100,3960
"495","6732",980100,3960
"495","6765",980100,3960
"495","6798",980100,3960
"495","6831",980100,3960
"495","6864",980100,3960
"495","6897",980100,3960
"495","6930",980100,3960
"495","6963",980100,3960
"495","6996",980100,3960
"495","7029",980100,3960
"495","7062",980100,3960
"495","7095",980100,3960
"495","7128",980100,3960
"495","7161",980100,3960
"495","7194",980100,3960
"495","7227",980100,3960
"495","7260",980100,3960
"495","7293",980100,3960
"495","7326",980100,3960
"495","7359",980100,3960
"495","7392",980100,3960
"495","7425",980100,3960
"495","7458",980100,3960
"495","7491",980100,3960
"495","7524",980100,3960
"495","7557",980100,3960
"495","7590",980100,3960
"495","7623",980100,3960
"495","7656",980100,3960
"495","7689",980100,3960
"495","7722",980100,3960
"495","7755",980100,3960
"495","7788",980100,3960
"495","7821",980100,3960
"495","7854",980100,3960
"495","7887",980100,3960
"495","7920",980100,3960
"495","7953",980100,3960
"495","7986",980100,3960
"495","8019",980100,3960
"495","8052",980100,3960
"495","8085",980100,3960
"495","8118",980100,3960
"495","8151",980100,3960
"495","8184",980100,3960
"495","8217",980100,3960
"495","8250",980100,3960
"495","8283",980100,3960
"495","8316",980100,3960
"495","8349",980100,3960
"495","8382",980100,3960
"495","8415",980100,3960
"495","8448",980100,3960
"495","8481",980100,3960
"495","8514",980100,3960
"495","8547",980100,3960
"495","8580",980100,3960
"495","8613",980100,3960
"495","8646",980100,3960
"495","8679",980100,3960
"495","8712",980100,3960
"495","8745",980100,3960
"495","8778",980100,3960
"495","8811",980100,3960
"495","8844",980100,3960
"495","8877",980100,3960
"528","4389",980100,3960
"528","4422",980100,3960
"528","4455",980100,3960
"528","4488",980100,3960
"528","4521",980100,3960
"528","4554",980100,3960
"528","4587",980100,3960
"528","4620",980100,3960
"528","4653",980100,3960
"528","4686",980100,3960
"528","4719",980100,3960
"528","4752",980100,3960
"528","4785",980100,3960
"528","4818",980100,3960
"528","4851",980100,3960
"528","4884",980100,3960
"528","4917",980100,3960
"528","4950",980100,3960
"528","4983",980100,3960
"528","5016",980100,3960
"528","5049",980100,3960
"528","5082",980100,3960
"528","5115",980100,3960
"528","5148",980100,3960
"528","5181",980100,3960
"528","5214",980100,3960
"528","5247",980100,3960
"528","5280",980100,3960
"528","5313",980100,3960
"528","5346",980100,3960
"528","5379",980100,3960
"528","5412",980100,3960
"528","5445",980100,3960
"528","5478",980100,3960
"528","5511",980100,3960
"528","5544",980100,3960
"528","5577",980100,3960
"528","5610",980100,3960
"528","5643",980100,3960
"528","5676",980100,3960
"528","5709",980100,3960
"528","5742",980100,3960
"528","5775",980100,3960
"528","5808",980100,3960
"528","5841",980100,3960
"528","5874",980100,3960
"528","5907",980100,3960
"528","5940",980100,3960
"528","5973",980100,3960
"528","6006",980100,3960
"528","6039",980100,3960
"528","6072",980100,3960
"528","6501",980100,3960
"528","6534",980100,3960
"528","6567",980100,3960
"528","6600",980100,3960
"528","6633",980100,3960
"528","6666",980100,3960
"528","6699",980100,3960
"528","6732",980100,3960
"528","6765",980100,3960
"528","6798",980100,3960
"528","6831",980100,3960
"528","6864",980100,3960
"528","6897",980100,3960
"528","6930",980100,3960
"528","6963",980100,3960
"528","6996",980100,3960
"528","7029",980100,3960
"528","7062",980100,3960
"528","7095",980100,3960
"528","7128",980100,3960
"528","7161",980100,3960
"528","7194",980100,3960
"528","7227",980100,3960
"528","7260",980100,3960
"528","7293",980100,3960
"528","7326",980100,3960
"528","7359",980100,3960
"528","7392",980100,3960
"528","7425",980100,3960
"528","7458",980100,3960
"528","7491",980100,3960
"528","7524",980100,3960
"528","7557",980100,3960
"528","7590",980100,3960
"528","7623",980100,3960
"528","7656",980100,3960
"528","7689",980100,3960
"528","7722",980100,3960
"528","7755",980100,3960
"528","7788",980100,3960
"528","7821",980100,3960
"528","7854",980100,3960
"528","7887",980100,3960
"528","7920",980100,3960
"528","7953",980100,3960
"528","7986",980100,3960
"528","8019",980100,3960
"528","8052",980100,3960
"528","8085",980100,3960
"528","8118",980100,3960
"528","8151",980100,3960
"528","8184",980100,3960
"528","8217",980100,3960
"528","8250",980100,3960
"528","8283",980100,3960
"528","8316",980100,3960
"528","8349",980100,3960
"528","8382",980100,3960
"528","8415",980100,3960
"528","8448",980100,3960
"528","8481",980100,3960
"528","8514",980100,3960
"528","8547",980100,3960
"528","8580",980100,3960
"528","8613",980100,3960
"528","8646",980100,3960
"528","8679",980100,3960
"528","8712",980100,3960
"528","8745",980100,3960
"528","8778",980100,3960
"528","8811",980100,3960
"528","8844",980100,3960
"528","8877",980100,3960
"528","8910",980100,3960
"561","4389",980100,3960
"561","4422",980100,3960
"561","4455",980100,3960
"561","4488",980100,3960
"561","4521",980100,3960
"561","4554",980100,3960
"561","4587",980100,3960
"561","4620",980100,3960
"561","4653",980100,3960
"561","4686",980100,3960
"561","4719",980100,3960
"561","4752",980100,3960
"561","4785",980100,3960
"561","4818",980100,3960
"561","4851",980100,3960
"561","4884",980100,3960
"561","4917",980100,3960
"561","4950",980100,3960
"561","4983",980100,3960
"561","5016",980100,3960
"561","5049",980100,3960
"561","5082",980100,3960
"561","5115",980100,3960
"561","5148",980100,3960
"561","5181",980100,3960
"561","5214",980100,3960
"561","5247",980100,3960
"561","5280",980100,3960
"561","5313",980100,3960
"561","5346",980100,3960
"561","5379",980100,3960
"561","5412",980100,3960
"561","5445",980100,3960
"561","5478",980100,3960
"561","5511",980100,3960
"561","5544",980100,3960
"561","5577",980100,3960
"561","5610",980100,3960
"561","5643",980100,3960
"561","5676",980100,3960
"561","5709",980100,3960
"561","5742",980100,3960
"561","5775",980100,3960
"561","5808",980100,3960
"561","5841",980100,3960
"561","5874",980100,3960
"561","5907",980100,3960
"561","5940",980100,3960
"561","5973",980100,3960
"561","6006",980100,3960
"561","6039",980100,3960
"561","6072",980100,3960
"561","6105",980100,3960
"561","6435",980100,3960
"561","6468",980100,3960
"561","6501",980100,3960
"561","6534",980100,3960
"561","6567",980100,3960
"561","6600",980100,3960
"561","6633",980100,3960
"561","6666",980100,3960
"561","6699",980100,3960
"561","6732",980100,3960
"561","6765",980100,3960
"561","6798",980100,3960
"561","6831",980100,3960
"561","6864",980100,3960
"561","6897",980100,3960
"561","6930",980100,3960
"561","6963",980100,3960
"561","6996",980100,3960
"561","7029",980100,3960
"561","7062",980100,3960
"561","7095",980100,3960
"561","7128",980100,3960
"561","7161",980100,3960
"561","7194",980100,3960
"561","7227",980100,3960
"561","7260",980100,3960
"561","7293",980100,3960
"561","7326",980100,3960
"561","7359",980100,3960
"561","7392",980100,3960
"561","7425",980100,3960
"561","7458",980100,3960
"561","7491",980100,3960
"561","7524",980100,3960
"561","7557",980100,3960
"561","7590",980100,3960
"561","7623",980100,3960
"561","7656",980100,3960
"561","7689",980100,3960
"561","7722",980100,3960
"561","7755",980100,3960
"561","7788",980100,3960
"561","7821",980100,3960
"561","7854",980100,3960
"561","7887",980100,3960
"561","7920",980100,3960
"561","7953",980100,3960
"561","7986",980100,3960
"561","8019",980100,3960
"561","8052",980100,3960
"561","8085",980100,3960
"561","8118",980100,3960
"561","8151",980100,3960
"561","8184",980100,3960
"561","8217",980100,3960
"561","8250",980100,3960
"561","8283",980100,3960
"561","8316",980100,3960
"561","8349",980100,3960
"561","8382",980100,3960
"561","8415",980100,3960
"561","8448",980100,3960
"561","8481",980100,3960
"561","8514",980100,3960
"561","8547",980100,3960
"561","8580",980100,3960
"561","8613",980100,3960
"561","8646",980100,3960
"561","8679",980100,3960
"561","8712",980100,3960
"561","8745",980100,3960
"561","8778",980100,3960
"561","8811",980100,3960
"561","8844",980100,3960
"561","8877",980100,3960
"561","8910",980100,3960
"561","8943",980100,3960
"594","4356",980100,3960
"594","4389",980100,3960
"594","4422",980100,3960
"594","4455",980100,3960
"594","4488",980100,3960
"594","4521",980100,3960
"594","4554",980100,3960
"594","4587",980100,3960
"594","4620",980100,3960
"594","4653",980100,3960
"594","4686",980100,3960
"594","4719",980100,3960
"594","4752",980100,3960
"594","4785",980100,3960
"594","4818",980100,3960
"594","4851",980100,3960
"594","4884",980100,3960
"594","4917",980100,3960
"594","4950",980100,3960
"594","4983",980100,3960
"594","5016",980100,3960
"594","5049",980100,3960
"594","5082",980100,3960
"594","5115",980100,3960
"594","5148",980100,3960
"594","5181",980100,3960
"594","5214",980100,3960
"594","5247",980100,3960
"594","5280",980100,3960
"594","5313",980100,3960
"594","5346",980100,3960
"594","5379",980100,3960
"594","5412",980100,3960
"594","5445",980100,3960
"594","5478",980100,3960
"594","5511",980100,3960
"594","5544",980100,3960
"594","5577",980100,3960
"594","5610",980100,3960
"594","5643",980100,3960
"594","5676",980100,3960
"594","5709",980100,3960
"594","5742",980100,3960
"594","5775",980100,3960
"594","5808",980100,3960
"594","5841",980100,3960
"594","5874",980100,3960
"594","5907",980100,3960
"594","5940",980100,3960
"594","5973",980100,3960
"594","6006",980100,3960
"594","6039",980100,3960
"594","6072",980100,3960
"594","6105",980100,3960
"594","6138",980100,3960
"594","6171",980100,3960
"594","6336",980100,3960
"594","6369",980100,3960
"594","6402",980100,3960
"594","6435",980100,3960
"594","6468",980100,3960
"594","6501",980100,3960
"594","6534",980100,3960
"594","6567",980100,3960
"594","6600",980100,3960
"594","6633",980100,3960
"594","6666",980100,3960
"594","6699",980100,3960
"594","6732",980100,3960
"594","6765",980100,3960
"594","6798",980100,3960
"594","6831",980100,3960
"594","6864",980100,3960
"594","6897",980100,3960
"594","6930",980100,3960
"594","6963",980100,3960
"594","6996",980100,3960
"594","7029",980100,3960
"594","7062",980100,3960
"594","7095",980100,3960
"594","7128",980100,3960
"594","7161",980100,3960
"594","7194",980100,3960
"594","7227",980100,3960
"594","7260",980100,3960
"594","7293",980100,3960
"594","7326",980100,3960
"594","7359",980100,3960
"594","7392",980100,3960
"594","7425",980100,3960
"594","7458",980100,3960
"594","7491",980100,3960
"594","7524",980100,3960
"594","7557",980100,3960
"594","7590",980100,3960
"594","7623",980100,3960
"594","7656",980100,3960
"594","7689",980100,3960
"594","7722",980100,3960
"594","7755",980100,3960
"594","7788",980100,3960
"594","7821",980100,3960
"594","7854",980100,3960
